id_parciaiscore,id_secagenscore,subprojecto,material,potencia,tensao,massat,massai,cliente,tipotransf
491,268,E1110853A ,4,170,220,126304,5838,RTE Réseau de Transport                           ,NULL
494,271,E1110945A ,5,80,250,45000,3085,"Union Fenosa Distribucion, S.A.                   ",NULL
495,271,E1110972A ,5,50,225,39871,1924,Iberdrola Distribución Electrica                  ,NULL
496,272,E1110973A ,4,75,230,71687,4125,"Transnet, S.A.                                    ",NULL
497,272,E1110974A ,4,75,230,71687,4125,"Transnet, S.A.                                    ",NULL
504,278,E1110949A ,4,25,127,17174,820,suécia                                            ,NULL
505,278,E1110977A ,5,80,132,43364,1698,SunPower Energy Systems Southern                  ,NULL
512,283,E1110957A ,5,100,155,70531,3129,RTE Réseau de Transport                           ,NULL
517,288,E1110980A ,5,120,275,70537,4018,Scottish and Southern Energy plc                  ,NULL
540,303,E1110992A ,5,126,220,81604,3684,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
541,303,E1110910A ,5,26,138,19339,541,"Gas Natural SDG, S.A.                             ",NULL
547,307,E1110937A ,5,40,69,15446,742,Arabia Saudita                                    ,NULL
548,307,E1111014A ,5,16,6,18675,941,Iberdrola Generación S.A.                         ,NULL
549,308,E1110985A ,4,100,227,71310,3812,ERDF - Electricité Réseau Distribut               ,NULL
550,308,E1111022A ,5,25,60,18562,731,EDP COMERCIAL Comercialização                     ,NULL
492,269,E1110968A ,5,170,220,92730,4393,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
500,274,E1110974A ,5,75,230,71687,4125,"Transnet, S.A.                                    ",NULL
509,281,E1110960A ,5,90,132,64599,2493,Scottish and Southern Energy plc                  ,NULL
510,281,G11198104 ,5,75,125,65000,2500,NPC-EUA                                           ,NULL
519,290,E1110981A ,5,45,235,18719,1140,PGE                                               ,NULL
520,290,E1110983A ,5,100,154,90542,5239,"Transelec, S.A.                                   ",NULL
529,296,E1110995A ,5,10,63,10843,340,"Efacec Engenharia e Sistemas, S.A.                ",NULL
530,296,E1110996A ,5,10,63,10843,340,"Efacec Engenharia e Sistemas, S.A.                ",NULL
551,309,E1110998A ,5,100,110,57811,2271,Comhlacht Gaoithe Teoranta                        ,NULL
553,311,E1111006A ,5,8,7,9545,592,Iberdrola Generación S.A.                         ,NULL
554,311,E1110949A ,5,25,127,17174,820,suecia                                            ,NULL
555,312,E1110994A ,5,20,138,13858,618,"Red Eléctrica de España, S.A.U.                   ",NULL
556,313,E1110985A ,5,100,227,71310,3812,ERDF - Electricité Réseau Distribut               ,NULL
558,315,E1111001A ,5,40,115,15590,804,COLOMBIA                                          ,NULL
559,316,E1111032A ,4,170,220,127923,5982,RTE Réseau de Transport                           ,NULL
560,317,E1111011A ,5,100,235,84632,4557,RTE Réseau de Transport                           ,NULL
493,270,E1110892A ,5,50,115,43000,1678,"Elektra Noreste, S.A.                             ",NULL
525,294,V11100103 ,2,160,275,105553,5543,EDM Matola                                        ,NULL
526,294,V11100104 ,3,160,275,105553,5543,EDM Matola                                        ,NULL
544,305,E1110935A ,5,25,33,11415,467,Arabia Saudita                                    ,NULL
545,305,E1110991A ,5,126,150,81604,3684,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
546,306,E1110937A ,5,40,69,15446,742,Arabia Saudita                                    ,NULL
557,314,E1110984A ,1,240,400,124199,6662,Scottish and Southern Energy plc                  ,NULL
562,319,E1110985A ,5,100,227,37076,3812,ERDF - Electricité Réseau Distribut               ,NULL
563,320,E1111032A ,4,170,220,69240,5982,RTE Réseau de Transport                           ,NULL
564,321,E1110961A ,5,200,232,82701,3879,Iberdrola Ingeniería y Construcción               ,NULL
565,322,E1111027A ,5,16,35,7713,755,Edemet S.A                                        ,NULL
571,326,E1111025A ,5,30,115,10485,1058,Edemet S.A                                        ,NULL
572,326,E1110930A ,5,90,33,25904,1849,Scottish and Southern Energy plc                  ,NULL
573,327,E1111008A ,5,60,230,14782,717,MS PECO (USA)                                     ,NULL
574,327,E1111009A ,5,60,230,12829,1179,MS PECO (USA)                                     ,NULL
582,333,E1111039A ,5,15,136,16308,932,"Union Fenosa Distribucion, S.A.                   ",NULL
524,293,E1110946A ,5,120,230,56434,5264,"Union Fenosa Distribucion, S.A.                   ",NULL
542,304,E1110936A ,5,30,69,13474,660,Arabia Saudita                                    ,NULL
543,304,E1110958A ,5,100,155,70531,3129,RTE Réseau de Transport                           ,NULL
552,310,E1111043A ,5,30,63,26879,749,"Energetus - Instalações Indust.,Lda               ",NULL
568,324,T11100126 ,5,40,133,24344,1388,Laboratório PT                                    ,NULL
578,330,E1111001A ,5,40,115,15590,804,SM CODENSA COLÔMBIA                               ,NULL
580,332,E1111024A ,5,100,110,57811,2271,Imtech Suir Engineering Ltd                       ,NULL
581,332,E1111038A ,5,15,136,16308,932,"Union Fenosa Distribucion, S.A.                   ",NULL
583,334,E1111037A ,5,60,230,46071,3060,"Union Fenosa Distribucion, S.A.                   ",NULL
584,334,E1111010A ,5,65,235,49247,1700,Compagnie Nationale du Rhône                      ,NULL
588,337,E1110994A ,5,20,138,13858,618,"Red Eléctrica de España, S.A.U.                   ",NULL
589,338,E1111016A ,5,42,127,31355,1278,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
590,338,E1111017A ,5,42,127,31355,1278,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
591,338,E1111018A ,5,42,127,31355,1278,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
592,339,E1111016A ,5,42,127,31355,1278,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
593,339,E1111017A ,5,42,127,31355,1278,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
424,218,E1110824A ,5,40,60,34718,1356,National Contracting Co. Ltd                      ,NULL
425,218,E1110903A ,5,26,138,19339,541,"Gas Natural SDG, S.A.                             ",NULL
561,318,E1110994A ,5,20,138,13858,618,"Red Eléctrica de España, S.A.U.                   ",NULL
600,344,E1111028A ,5,16,35,14150,755,Edemet S.A                                        ,NULL
601,344,E1111029A ,5,16,35,14150,755,Edemet S.A                                        ,NULL
602,345,E1111045A ,5,13,14,12543,574,Iberdrola Distribución Electrica                  ,NULL
603,346,E1110970A ,5,40,150,23943,1325,UTE - Uruguai                                     ,NULL
605,348,E1111036A ,5,80,153,27306,1240,ameren                                            ,NULL
606,349,E1111042A ,5,40,136,30719,1495,"Union Fenosa Distribucion, S.A.                   ",NULL
604,347,E1111041A ,5,30,132,24722,1165,"Union Fenosa Distribucion, S.A.                   ",NULL
608,351,E1111019A ,5,40,110,26682,1319,Bandariyah International Company Lt               ,NULL
609,352,E1111020A ,5,40,110,26682,1319,Bandariyah International Company Lt               ,NULL
607,350,E1111007A ,5,46,115,18653,1059,RG&E                                              ,NULL
610,353,E1111037A ,5,60,230,46071,3060,"Union Fenosa Distribucion, S.A.                   ",NULL
611,354,E1111052A ,5,80,132,70500,3279,"Red Eléctrica de España, S.A.U.                   ",NULL
612,354,E1111020A ,5,40,110,26682,1319,Bandariyah International Company Lt               ,NULL
616,357,E1111051A ,5,80,132,70500,3279,"Red Eléctrica de España, S.A.U.                   ",NULL
617,358,E1111051A ,5,80,132,70500,3279,"Red Eléctrica de España, S.A.U.                   ",NULL
618,358,E1111053A ,5,80,132,70500,3279,"Red Eléctrica de España, S.A.U.                   ",NULL
619,359,E1111049A ,5,80,132,70500,3279,"Red Eléctrica de España, S.A.U.                   ",NULL
620,360,E1111050A ,5,80,132,70500,3279,"Red Eléctrica de España, S.A.U.                   ",NULL
624,363,E1111056A ,5,50,138,21309,1355,SM ONCOR USA                                      ,NULL
625,363,E1110931A ,5,90,33,43636,1849,Scottish and Southern Energy plc                  ,NULL
628,365,E1111057A ,5,50,138,21309,1355,SM ONCOR-USA                                      ,NULL
629,366,E1111058A ,5,47,138,20813,1324,SM ONCOR-USA                                      ,NULL
630,367,E1111055A ,5,175,225,82755,3767,Ferroatlántica S.A.                               ,NULL
631,368,E1111048A ,5,100,227,71310,3812,Enedis SA                                         ,NULL
632,369,E1111047A ,5,100,227,71310,3812,Enedis SA                                         ,NULL
633,370,E1110970A ,5,40,150,23943,1325,UTE - Uruguai                                     ,NULL
634,371,E1111069A ,5,35,44,8096,628,SM-DUKE ENERGY-USA                                ,NULL
613,355,E1111021A ,5,40,110,26682,1319,Bandariyah International Company Lt               ,NULL
621,361,E1111061A ,5,50,115,30422,1437,Edemet S.A                                        ,NULL
622,361,E1111046A ,5,36,62,23012,997,Enedis SA                                         ,NULL
626,364,E1111059A ,5,14,45,8948,478,SM-Alabama Power USA                              ,NULL
627,364,E1111060A ,5,14,45,8948,478,SM-Alabama Power USA                              ,NULL
635,372,E1111063A ,5,170,220,52114,4223,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
636,373,E1111064A ,5,170,220,52114,4223,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
641,377,E1111077A ,5,24,60,11287,743,"ALMINA-Minas do Alentejo, S.A.                    ",NULL
614,356,E1111051A ,5,80,132,70500,3279,"Red Eléctrica de España, S.A.U.                   ",NULL
615,356,E1111053A ,5,80,132,70500,3279,"Red Eléctrica de España, S.A.U.                   ",NULL
623,362,G11198107 ,5,75,125,65000,2500,NPC-EUA                                           ,NULL
637,374,E1111015A ,5,16,6,11496,941,Iberdrola Generación S.A.                         ,NULL
638,375,E1110702A ,5,60,69,22686,853,PSEG                                              ,NULL
639,376,E1110702A ,5,60,69,22686,853,PSEG                                              ,NULL
640,376,E1111075A ,5,35,44,8096,628,DUKE ENERGY-USA                                   ,NULL
643,379,E1111077A ,5,24,60,11287,743,"ALMINA-Minas do Alentejo, S.A.                    ",NULL
644,379,E1110702A ,5,60,69,22686,853,PSEG                                              ,NULL
514,285,E1110946A ,4,120,230,56434,5264,"Union Fenosa Distribucion, S.A.                   ",NULL
516,287,E1110979A ,5,120,275,70537,4018,Scottish and Southern Energy plc                  ,NULL
518,289,E1110946A ,5,120,230,56434,5264,"Union Fenosa Distribucion, S.A.                   ",NULL
521,291,E1111000A ,5,31,60,32325,1562,"EDP Distribuição Energia, S. A.                   ",NULL
522,292,E1110949A ,5,25,127,17174,820,REP FORTUM SUÉCIA                                 ,NULL
523,292,E1110955A ,5,40,63,26879,749,"Efacec Engenharia e Sistemas, S.A.                ",NULL
527,295,E1111002A ,5,100,230,52963,2376,Edemet S.A                                        ,NULL
528,295,E1110978A ,5,75,230,48589,3241,Edemet S.A                                        ,NULL
531,297,E1110995A ,5,10,63,10843,340,"Efacec Engenharia e Sistemas, S.A.                ",NULL
532,298,E1110900A ,1,26,138,19339,541,"Gas Natural SDG, S.A.                             ",NULL
533,299,E1110989A ,5,83,230,45672,1916,Andritz Hydro GmbH                                ,NULL
534,299,E1110910A ,5,26,138,19339,541,"Gas Natural SDG, S.A.                             ",NULL
535,299,E1110911A ,5,26,138,19339,541,"Gas Natural SDG, S.A.                             ",NULL
536,299,E1110912A ,5,26,138,19339,541,"Gas Natural SDG, S.A.                             ",NULL
537,300,E1110998A ,5,100,110,57811,2271,Comhlacht Gaoithe Teoranta                        ,NULL
538,301,E1110993A ,5,126,220,81604,3684,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
642,378,E1111077A ,5,24,60,11287,743,"ALMINA-Minas do Alentejo, S.A.                    ",NULL
645,380,E1111071A ,5,50,225,25625,2102,Iberdrola Distribución Electrica                  ,NULL
646,381,E1111065A ,5,126,150,40739,3795,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
648,383,E1111074A ,5,50,100,10503,764,SM - Duke Energy- USA                             ,NULL
649,384,E1111079A ,5,50,100,10503,764,SM - Duke Energy- USA                             ,NULL
651,386,N11100007 ,5,1,1,8458,702,efacec                                            ,NULL
657,390,E1111081A ,5,40,115,9464,738,SM-DUKE ENERGY-USA                                ,NULL
658,390,E1111082A ,5,40,115,9464,738,SM-DUKE ENERGY-USA                                ,NULL
660,392,E1111062A ,5,100,227,37076,3812,Enedis SA                                         ,NULL
663,394,E1111063A ,2,170,220,52114,4223,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
664,395,E1111072A ,5,12,45,7412,574,Uran Servicios Integrales S.L.                    ,NULL
665,395,E1111073A ,5,12,45,7412,574,Uran Servicios Integrales S.L.                    ,NULL
666,396,E1110971A ,5,40,150,14677,1325,SM UTE-URUGUAI                                    ,NULL
667,396,E1111100A ,5,40,60,15674,1110,"EDP Distribuição Energia, S. A.                   ",NULL
668,397,E1111084A ,5,40,60,16157,995,"Navigator Tissue Cacia, S.A.                      ",NULL
669,398,E1111097A ,5,45,150,22996,1395,"Efacec Engenharia e Sistemas, S.A.                ",NULL
653,388,E1111070A ,5,80,139,16091,1195,SM AMEREN - USA                                   ,NULL
654,388,E1111030A ,5,20,150,14056,786,"Efacec Engenharia e Sistemas, S.A.                ",NULL
655,388,E1111031A ,5,20,150,14056,786,"Efacec Engenharia e Sistemas, S.A.                ",NULL
671,399,E1111101A ,5,32,60,14586,1619,"EDP Distribuição Energia, S. A.                   ",NULL
672,400,E1111066A ,5,12,35,5170,574,GNF-PANAMÁ                                        ,NULL
673,400,E1111096A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
677,403,E1111105A ,5,85,225,30439,2631,INEO Postes et Centrales                          ,NULL
678,404,E1111091A ,5,65,235,33576,1700,Compagnie Nationale du Rhône                      ,NULL
680,406,E1111078A ,5,100,235,57990,4557,RTE Réseau de Transport                           ,NULL
685,410,E1111140A ,5,20,60,10666,590,"Electrificaciones del Norte, S.A.                 ",NULL
687,412,E1111141A ,5,20,15,9569,500,"Electrificaciones del Norte, S.A.                 ",NULL
689,414,E1111076A ,5,100,235,57990,4557,RTE Réseau de Transport                           ,NULL
691,416,E1111068A ,5,100,227,36617,3971,Enedis SA                                         ,NULL
693,418,E1111157A ,5,20,60,1950,1950,"EDP Distribuição Energia, S. A.                   ",NULL
695,420,E1111144A ,4,20,63,13036,857,Eólica da                                         ,NULL
696,420,E1111086A ,5,36,62,12104,1013,Enedis SA                                         ,NULL
675,401,E1111087A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
682,407,E1111099A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
684,409,TESTE 4   ,5,10,10,1000,100,Manutenção                                        ,NULL
686,411,E1111140A ,5,20,60,10666,590,"Electrificaciones del Norte, S.A.                 ",NULL
690,415,E1111076A ,5,100,235,57990,4557,RTE Réseau de Transport                           ,NULL
698,422,E1111086A ,5,36,62,12104,1013,Enedis SA                                         ,NULL
699,422,E1111144A ,5,20,63,13036,857,Eólica da                                         ,NULL
700,423,E1111134A ,5,20,66,10187,907,"Gas Natural Fenosa Renovables, S.L.               ",NULL
701,423,E1111135A ,5,40,66,19136,1085,"Gas Natural Fenosa Renovables, S.L.               ",NULL
702,424,E1111117A ,5,16,118,5644,487,PGE                                               ,NULL
704,426,E1111095A ,5,70,227,31493,3211,Enedis SA                                         ,NULL
705,426,E1111092A ,5,40,115,9709,642,SM National Grid - USA                            ,NULL
709,429,E1111138A ,5,25,60,10461,600,"Efacec Engenharia e Sistemas, S.A.                ",NULL
710,429,E1111102A ,5,30,115,7047,1314,SM - irea - EUA                                   ,NULL
711,430,E1111158A ,5,30,63,14503,1048,"Eólica da Linha, S.A                              ",NULL
712,430,E1111102A ,5,30,115,7047,1314,SM - irea - EUA                                   ,NULL
681,406,E1111116A ,5,16,35,6945,667,Edechi S.A                                        ,NULL
692,417,E1111134A ,5,20,66,10187,907,"Gas Natural Fenosa Renovables, S.L.               ",NULL
708,428,E1111138A ,5,25,60,10461,600,"Efacec Engenharia e Sistemas, S.A.                ",NULL
714,432,E1111139A ,5,25,60,10461,600,"Efacec Engenharia e Sistemas, S.A.                ",NULL
715,432,E1111127A ,5,60,225,34788,2477,Iberdrola Distribución Electrica                  ,NULL
718,434,E1111090A ,5,70,227,31493,3211,Enedis SA                                         ,NULL
721,437,E1111092A ,5,40,115,9709,642,lavar parte ativa apos descubagem                 ,NULL
724,438,E1111093A ,5,50,21,22693,1335,Asociación Nuclear Ascó – Vandellòs               ,NULL
727,442,E1111094A ,5,24,21,13414,1452,Asociación Nuclear Ascó – Vandellòs               ,NULL
730,445,E1111149A ,5,30,33,11045,979,UK Power Networks (Operations) Ltd                ,NULL
735,450,E1111162A ,5,40,50,16898,805,Sunstroom Engineering Nederland BV                ,NULL
736,451,E1111095A ,5,70,227,31493,3211,Enedis SA                                         ,NULL
737,451,E1111163A ,5,60,225,29067,2142,Iberdrola Distribución Electrica                  ,NULL
739,453,V11100138 ,5,44,132,16503,802,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
741,455,E1111174A ,5,50,63,21776,1214,"Eólica da Linha, S.A                              ",NULL
744,458,E1111159A ,5,30,66,17971,800,"Gas Natural Fenosa Renovables, SLU                ",NULL
683,408,E1111099A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
694,419,G1110986V ,5,47,138,13099,1324,ONCOR-EUA                                         ,NULL
703,425,E1111117A ,5,16,118,5644,487,PGE                                               ,NULL
719,435,E1111089A ,5,20,63,12222,956,Enedis SA                                         ,NULL
738,452,E1111152A ,5,20,90,12752,1076,Enedis SA                                         ,NULL
745,459,E1111159A ,5,30,66,17971,800,"Gas Natural Fenosa Renovables, SLU                ",NULL
749,463,E1111159A ,5,30,66,17971,800,"Gas Natural Fenosa Renovables, SLU                ",NULL
750,464,E1111159A ,5,30,66,17971,800,"Gas Natural Fenosa Renovables, SLU                ",NULL
751,465,E1111159A ,5,30,66,17971,800,"Gas Natural Fenosa Renovables, SLU                ",NULL
756,469,V1111170A ,5,40,230,12316,877,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
757,469,V1111165A ,5,25,116,7316,961,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
762,473,E1111131A ,5,102,220,41666,2653,"Ibereolica Cabo Leones II, S.A.                   ",NULL
763,474,E1111130A ,5,102,220,41666,2653,"Ibereolica Cabo Leones II, S.A.                   ",NULL
765,476,E1111202A ,5,110,345,40907,3421,Avangrid Renewables Llc                           ,NULL
766,477,E1111203A ,5,110,345,40907,3421,Avangrid Renewables Llc                           ,NULL
767,478,E1111104A ,5,70,227,31493,3211,Enedis SA                                         ,NULL
716,433,G1110986V ,5,47,138,13099,1324,ONCOR-EUA                                         ,NULL
717,433,E1111103A ,5,36,62,12104,1013,Enedis SA                                         ,NULL
720,436,E1111145A ,5,50,225,27675,2021,Iberdrola Distribución Electrica                  ,NULL
733,448,E1111124A ,5,80,227,38753,4155,Enedis SA                                         ,NULL
742,456,E1111175A ,5,25,60,10939,632,"Efacec Engenharia e Sistemas, S.A.                ",NULL
769,480,E1111182A ,5,112,138,41560,2281,Florida Power & Light Company                     ,NULL
772,482,E1111247A ,5,110,220,43153,2740,Prodiel Energy España SL                          ,NULL
774,484,E1111209A ,5,110,230,39402,2611,Avangrid Renewables Llc                           ,NULL
775,484,E1111210A ,5,110,230,39402,2611,Avangrid Renewables Llc                           ,NULL
776,485,E1111181A ,4,170,220,69240,5982,RTE Réseau de Transport                           ,NULL
777,486,E1111200A ,5,150,230,59789,3596,"Union Fenosa Distribucion, S.A.                   ",NULL
781,490,E1111164A ,5,13,45,6630,454,Iberdrola Distribución Electrica                  ,NULL
783,492,E1111214A ,5,165,345,58621,4196,Avangrid Renewables Llc                           ,NULL
784,493,E1111214A ,5,165,345,58621,4196,Avangrid Renewables Llc                           ,NULL
788,496,E1111190A ,5,100,227,36617,3971,Enedis SA                                         ,NULL
789,497,V1111198A ,5,36,230,10341,799,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
722,440,E1111146A ,5,50,225,27675,2021,Iberdrola Distribución Electrica                  ,NULL
723,439,E1111143A ,5,20,66,10572,874,"Gas Natural Fenosa Renovables, S.L.               ",NULL
728,443,E1111092A ,5,40,115,9709,642,SM NATIONAL GREED - USA                           ,NULL
729,444,E1111092A ,5,40,115,9709,642,SM NATIONAL GREED - USA                           ,NULL
734,449,E1111154A ,5,160,132,52115,2885,"Gas Natural Fenosa Renovables, SLU                ",NULL
732,447,E1111124A ,4,80,227,38753,4155,Enedis SA                                         ,NULL
740,454,E1111156A ,5,20,90,12752,1076,Enedis SA                                         ,NULL
768,479,E1111182A ,5,112,138,41560,2281,Florida Power & Light Company                     ,NULL
782,491,E1111214A ,5,165,345,58621,4196,Avangrid Renewables Llc                           ,NULL
791,498,E1111153A ,4,280,400,100654,6501,"Gas Natural Fenosa Renovables, SLU                ",NULL
796,503,E1111252A ,5,50,150,22049,1608,Energi Innovation Aps - Portugal                  ,NULL
807,514,E1111266A ,4,220,400,72065,5578,"Proyecto Nuñez de Balboa, S.L.                    ",NULL
808,515,E1111267A ,4,220,400,72065,5578,"Proyecto Nuñez de Balboa, S.L.                    ",NULL
812,519,E1111216A ,5,100,232,45579,3167,Iberdrola Distribución Electrica                  ,NULL
813,520,E1111215A ,5,125,161,26226,2428,MidAmerican Energy Company                        ,NULL
817,523,E1111220A ,5,80,132,21937,1829,Iberdrola Distribución Electrica                  ,NULL
566,323,E1111001A ,5,40,115,9943,804,Limpeza da Parte Activa                           ,NULL
569,325,E1111025A ,5,30,115,10485,1058,Edemet S.A                                        ,NULL
570,325,E1110930A ,5,90,33,25904,1849,Scottish and Southern Energy plc                  ,NULL
586,336,E1111040A ,5,15,132,16192,932,"Union Fenosa Distribucion, S.A.                   ",NULL
587,336,E1111009A ,5,60,230,19541,1179,PEPCO                                             ,NULL
596,341,E1111018A ,5,42,127,31355,1278,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
597,341,E1110994A ,5,20,138,13858,618,"Red Eléctrica de España, S.A.U.                   ",NULL
599,343,E1110994A ,5,20,138,13858,618,"Red Eléctrica de España, S.A.U.                   ",NULL
567,0,T11100126 ,5,40,133,24344,1388,Laboratório PT                                    ,NULL
575,328,E1111008A ,5,60,230,14782,717,SM PECO EUA                                       ,NULL
576,328,E1111009A ,5,60,230,12829,1179,SM PECO EUA                                       ,NULL
577,329,E1111026A ,5,30,115,10485,1058,Edemet S.A                                        ,NULL
579,331,E1111023A ,5,100,110,57811,2271,Imtech Suir Engineering Ltd                       ,NULL
585,335,E1111009A ,5,60,230,19541,1179,PECO ENERGY COMPANY                               ,NULL
594,340,E1111012A ,5,75,230,71687,4125,"Transnet, S.A.                                    ",NULL
595,340,E1111018A ,5,42,127,31355,1278,"Ren-Rede Eléctrica Nacional,SA.                   ",NULL
598,342,E1111035A ,5,90,138,28624,1266,SM AMEREN                                         ,NULL
725,441,E1111098A ,5,44,138,17179,1565,Iberdrola Generación Nuclear S.A.                 ,NULL
726,441,E1111161A ,5,25,45,12661,773,"Union Fenosa Distribucion, S.A.                   ",NULL
800,507,E1111237A ,5,30,220,17547,1602,Sociedad Eólica Ribera Baja S.L.                  ,NULL
801,508,E1111160A ,5,40,132,19286,1228,"Gas Natural Fenosa Renovables, SLU                ",NULL
803,510,E1111183A ,5,45,220,23151,1598,EDP COMERCIAL Comercialização                     ,NULL
805,512,E1111281A ,5,60,132,21135,1463,"X-Elio Energy, S.L.                               ",NULL
824,529,E1111254A ,5,60,132,28966,1634,Electricity North West Limited                    ,NULL
828,533,E1111241A ,5,20,132,12598,897,Iberdrola Distribución Electrica                  ,NULL
830,535,E1111250A ,5,35,97,16522,726,Electricité de France S A                         ,NULL
831,535,E1111148A ,5,30,33,10438,914,UK Power Networks (Operations) Ltd                ,NULL
832,535,E1111241A ,5,20,132,12598,897,Iberdrola Distribución Electrica                  ,NULL
835,537,E1111275A ,5,75,132,28172,1776,"Efacec Engenharia e Sistemas, S.A.                ",NULL
838,540,E1111272A ,5,60,228,25842,2026,GIE Utilites Marckolsheim                         ,NULL
839,541,E1111234A ,5,20,90,12752,1076,Enedis SA                                         ,NULL
841,543,G1110844V ,5,50,138,13449,1355,ONCOR-USA                                         ,NULL
844,546,E1111126A ,4,120,230,47882,3576,"Union Fenosa Distribucion, S.A.                   ",NULL
846,548,E1111126A ,4,120,230,47882,3576,"Union Fenosa Distribucion, S.A.                   ",NULL
848,550,E1111126A ,4,120,230,47882,3576,"Union Fenosa Distribucion, S.A.                   ",NULL
857,557,E1111315A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
858,557,E1111306A ,5,20,90,12752,1076,Enedis SA                                         ,NULL
859,558,E1111316A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
860,559,E1111317A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
825,530,E1111272A ,5,60,228,25842,2026,GIE Utilites Marckolsheim                         ,NULL
845,547,E1111126A ,4,120,230,47882,3576,"Union Fenosa Distribucion, S.A.                   ",NULL
849,551,E1111126A ,4,120,230,47882,3576,"Union Fenosa Distribucion, S.A.                   ",NULL
852,554,E1111126A ,5,120,230,47882,3576,"Union Fenosa Distribucion, S.A.                   ",NULL
855,556,E1111306A ,5,20,90,12752,1076,Enedis SA                                         ,NULL
856,556,E1111318A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
862,561,V1111251A ,5,30,138,9348,701,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
869,566,V11100215 ,5,55,220,26818,1634,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
872,0,E1111259A ,5,40,227,22205,2636,Enedis SA                                         ,NULL
873,568,E1111259A ,5,40,227,22205,2636,Enedis SA                                         ,NULL
874,569,E1111259A ,5,40,227,22205,2636,Enedis SA                                         ,NULL
875,570,E1111259A ,5,40,227,22205,2636,Enedis SA                                         ,NULL
878,573,E1111294A ,5,70,227,31493,3211,Enedis SA                                         ,NULL
879,574,E1111289A ,5,13,66,7944,650,Iberdrola Distribución Electrica                  ,NULL
880,574,E1111324A ,5,25,63,12820,781,"Efacec Engenharia e Sistemas, S.A.                ",NULL
881,575,V1111264A ,5,60,69,12046,1269,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
826,531,E1111241A ,5,20,132,12598,897,Iberdrola Distribución Electrica                  ,NULL
829,534,E1111242A ,5,20,132,12598,897,Iberdrola Distribución Electrica                  ,NULL
833,536,E1111275A ,5,75,132,28172,1776,"Efacec Engenharia e Sistemas, S.A.                ",NULL
834,536,E1111307A ,5,25,63,13969,781,"Efacec Engenharia e Sistemas, S.A.                ",NULL
836,538,E1111250A ,5,35,97,16522,726,Electricité de France S A                         ,NULL
840,542,G1110844V ,5,50,138,13449,1355,ONCOR-USA                                         ,NULL
842,544,E1111250A ,4,35,97,16522,726,Electricité de France S A                         ,NULL
843,545,E1111113A ,5,65,410,38574,3108,Iberdrola Generacion S A U                        ,NULL
847,549,E1111126A ,4,120,230,47882,3576,"Union Fenosa Distribucion, S.A.                   ",NULL
863,562,V1111302A ,5,35,132,11845,748,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
864,563,V1111249A ,5,30,138,10037,875,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
870,567,E1111285A ,5,40,227,22205,2636,Enedis SA                                         ,NULL
871,0,E1111259A ,5,40,227,22205,2636,Enedis SA                                         ,NULL
883,577,V1111269A ,5,14,67,6660,797,"Efacec Energia-Maq.Eq.Electricos,SA               ",NULL
886,580,E15000862 ,5,32,60,13413,905,"EDP Distribuição Energia, S. A.                   ",NULL
887,581,E15000862 ,5,32,60,13413,905,"EDP Distribuição Energia, S. A.                   ",NULL
827,532,E1111250A ,5,35,97,16522,726,Electricité de France S A                         ,NULL
837,539,E1111274A ,5,50,132,19970,1227,"Efacec Engenharia e Sistemas, S.A.                ",NULL
850,552,E1111126A ,5,120,230,47882,3576,"Union Fenosa Distribucion, S.A.                   ",NULL
851,553,E1111126A ,5,120,230,47882,3576,"Union Fenosa Distribucion, S.A.                   ",NULL
853,555,E1111315A ,5,36,89,12514,1061,Enedis SA                                         ,NULL
